time/iterations,time/total_timesteps,time/fps,time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean,train/explained_variance,train/entropy_loss,train/approx_kl,train/clip_range,train/n_updates,train/policy_gradient_loss,train/value_loss,train/clip_fraction,train/learning_rate,train/loss,train/std
14,931840,77,371,1000.0,431.69030827,0.9665205478668213,-3.8805610083043574,0.040664498,0.2,4540,-0.015003776917001232,0.7987192886415869,0.3283203125,0.0003,0.12549147009849548,0.9448859095573425
15,933888,75,406,1000.0,417.67364708,0.9217367172241211,-3.8479907676577567,0.057168417,0.2,4550,-0.007656915161351208,1.1378755836747587,0.417138671875,0.0003,0.15874996781349182,0.9396728873252869
16,935936,75,436,1000.0,409.11477478,0.9182636737823486,-3.8309515953063964,0.04580938,0.2,4560,-0.012220883175905329,0.9490608119405806,0.358984375,0.0003,0.28937670588493347,0.9381198883056641
17,937984,73,475,1000.0,400.09035226,0.9228079915046692,-3.8101046591997147,0.041413855,0.2,4570,-0.0023373636417090894,1.209999625151977,0.347998046875,0.0003,0.22990001738071442,0.9299437999725342
18,940032,69,530,1000.0,395.87928843000003,0.8899428844451904,-3.7977511808276176,0.03721208,0.2,4580,0.0028565319866174833,1.163096585869789,0.371826171875,0.0003,0.2686554491519928,0.9288917183876038
19,942080,65,591,1000.0,383.12195085,0.8405867218971252,-3.783093152195215,0.13578224,0.2,4590,-0.006473270544665866,1.2720967773348093,0.3783203125,0.0003,0.22688737511634827,0.9229264259338379
20,944128,62,653,1000.0,374.78708704,0.9089940786361694,-3.7527807712554933,0.042742528,0.2,4600,-0.011550362258276436,1.0188330247532575,0.317236328125,0.0003,0.21663670241832733,0.9107926487922668
21,946176,60,712,1000.0,368.17926454,0.8386582136154175,-3.7313081093132494,0.09851524,0.2,4610,0.014597492168832105,3.0248378371819853,0.530126953125,0.0003,0.3604751229286194,0.9118354916572571
22,948224,58,767,1000.0,361.89216164,0.8488596677780151,-3.729668180644512,0.08651414,0.2,4620,-0.008220606281975051,2.0193655317649246,0.453662109375,0.0003,0.2619476914405823,0.9102659225463867
23,950272,57,819,1000.0,359.0186396,0.9344279766082764,-3.7171246208250524,0.062012505,0.2,4630,-0.013797263997548725,1.1419236907735466,0.38798828125,0.0003,0.29016631841659546,0.905327558517456
24,952320,56,874,1000.0,354.1351545099999,0.8588269352912903,-3.7107137642800807,0.104749754,0.2,4640,-0.008747963767382317,2.377084824256599,0.485107421875,0.0003,0.5169278979301453,0.9118768572807312
25,954368,55,927,1000.0,349.6835276699999,-0.2760741710662842,-3.724476281553507,0.11328177,0.2,4650,0.045127475293702445,5.194870050344616,0.55703125,0.0003,0.23764777183532715,0.9173447489738464
1,956416,49,41,1000.0,344.17129756,0.3443363308906555,-3.7278877049684525,0.10068807,0.2,4660,-0.011784010045812466,3.712653406895697,0.50009765625,0.0003,0.46746838092803955,0.9144180417060852
2,958464,42,97,1000.0,341.18543852999994,0.6856787204742432,-3.7256582625210286,0.12573558,0.2,4670,-0.012596343088080175,3.1919107345864175,0.5029296875,0.00027,0.33667129278182983,0.9166617393493652
3,960512,41,149,1000.0,342.17300905999997,0.7900820374488831,-3.7305745139718054,0.17291735,0.2,4680,0.01676760509435553,4.715996675938368,0.601416015625,0.00027,0.5225470662117004,0.9173433780670166
4,962560,40,200,1000.0,340.67809304,0.859915018081665,-3.7297624655067922,0.12850383,0.2,4690,0.012659525404160377,6.00839520804584,0.56279296875,0.00027,0.6259289383888245,0.9165812134742737
5,964608,40,252,1000.0,337.56407174,0.7816202640533447,-3.7271460101008413,0.11208752,0.2,4700,0.014190579116984736,7.851190645433962,0.524609375,0.00027,0.825045108795166,0.9178679585456848
6,966656,40,307,1000.0,334.99179910000004,0.8888822793960571,-3.727596841752529,0.2545461,0.2,4710,0.011107658760738558,7.35464279036969,0.56337890625,0.00027,0.47008317708969116,0.9153434634208679
7,968704,39,361,1000.0,331.47342493,0.6765941977500916,-3.7298966474831103,0.21116912,0.2,4720,0.012566966394660994,5.516213190555573,0.567431640625,0.00027,0.8826290369033813,0.9193487167358398
8,970752,39,416,1000.0,332.18433059,0.5707200765609741,-3.7388388253748417,0.06934574,0.2,4730,0.0023657290876144543,3.3810293689370154,0.495361328125,0.00027,0.45674997568130493,0.9184096455574036
9,972800,39,469,1000.0,330.63882624999997,0.5920286178588867,-3.7521510779857636,0.09176044,0.2,4740,0.00016823382320581005,3.4922882556915282,0.559326171875,0.00027,0.24605609476566315,0.9277003407478333
10,974848,39,524,1000.0,334.49190373000005,0.6075951457023621,-3.7677603013813497,0.103714,0.2,4750,0.009014308977202744,3.858390852622688,0.5326171875,0.00027,0.5433393716812134,0.9291057586669922
11,976896,38,579,1000.0,331.31883981,0.8601909875869751,-3.769129541516304,0.16656348,0.2,4760,0.024053544682101347,6.246562278084457,0.640234375,0.00027,1.2510180473327637,0.9276115298271179
12,978944,38,634,1000.0,325.23466963,0.7237695455551147,-3.7487468838691713,0.10097368,0.2,4770,0.014478823596436995,4.976263214088976,0.514990234375,0.00027,0.6814737915992737,0.9221289753913879
13,980992,38,691,1000.0,325.03073794999995,0.8682894706726074,-3.737850321084261,0.15753931,0.2,4780,0.020597016718238593,7.185620732046663,0.561083984375,0.00027,1.184537410736084,0.9248005747795105
14,983040,38,746,1000.0,320.52894197,0.8462692499160767,-3.7553322337567807,0.27156708,0.2,4790,0.024976032918493728,12.401266650110482,0.611962890625,0.00027,1.2930045127868652,0.9308693408966064
15,985088,38,801,999.15,319.7809378299999,0.9213414192199707,-3.7567504957318305,0.30048978,0.2,4800,0.025707252736901866,7.452161436527968,0.610205078125,0.00027,0.8260635733604431,0.9203072190284729
16,987136,38,855,999.15,317.90164386,0.8618701696395874,-3.745377649366856,0.40889025,0.2,4810,0.07325551188114332,22.444401863962412,0.65712890625,0.00027,4.732198715209961,0.9209742546081543
17,989184,38,910,999.15,312.55624628999993,0.8857823014259338,-3.747236383706331,0.38165084,0.2,4820,0.08435284103470622,17.69850101619959,0.635888671875,0.00027,2.114119052886963,0.9214208722114563
18,991232,38,965,999.15,307.64790739999995,0.9298001527786255,-3.7568977057933806,0.14450715,0.2,4830,0.033153343542653604,6.025890824384987,0.538427734375,0.00027,0.6517011523246765,0.9211149215698242
19,993280,38,1017,999.15,298.69129945,0.8880404829978943,-3.7591450959444046,0.19937718,0.2,4840,0.0702811715658754,15.574331805109978,0.64072265625,0.00027,1.3613580465316772,0.9216814637184143
20,995328,38,1055,999.15,302.86904408000004,0.8214277625083923,-3.7650762006640432,0.13136448,0.2,4850,0.05277382685744669,13.741977052018047,0.567919921875,0.00027,1.4426606893539429,0.923682451248169
21,997376,39,1085,997.74,311.09675403,0.971116840839386,-3.7701702900230885,0.16895175,0.2,4860,0.0107939826513757,5.450941453315318,0.51220703125,0.00027,0.40835466980934143,0.9233257174491882
22,999424,40,1114,997.74,319.29685154,0.9297605752944946,-3.7626648247241974,0.23589082,0.2,4870,0.02261321544938255,9.639556035771966,0.61669921875,0.00027,1.0237504243850708,0.9213467240333557
23,1001472,41,1142,997.74,322.1937322,0.9087005257606506,-3.7686779983341694,0.4605624,0.2,4880,0.03954045917344047,11.187227406352758,0.657421875,0.00027,1.3716896772384644,0.9245947003364563
24,1003520,41,1170,997.74,331.70997193000005,0.8986338376998901,-3.770588267594576,0.1373555,0.2,4890,0.04269498930952977,5.736318246647715,0.50419921875,0.00027,0.45051872730255127,0.9241260886192322
25,1005568,42,1198,997.74,343.81566694,0.8265435099601746,-3.771434023976326,0.21132155,0.2,4900,0.09234498847217765,13.687505574151874,0.634033203125,0.00027,1.2935614585876465,0.9276280403137207
1,1007616,96,21,997.74,345.87340539,0.8005190491676331,-3.7844419412314894,0.32036948,0.2,4910,0.09627390624227701,15.825418338924646,0.689990234375,0.00027,1.4119471311569214,0.9291484951972961
2,1009664,84,48,997.74,347.15416316000005,0.9009524583816528,-3.803551433235407,0.169305,0.2,4920,0.03796827176993247,4.170586293563247,0.59443359375,0.00023999999999999998,0.3748149573802948,0.9329657554626465
3,1011712,80,75,997.74,348.24311051999996,0.7654491066932678,-3.83089015558362,0.1327657,0.2,4930,0.037063718188437636,4.90710300449282,0.560888671875,0.00023999999999999998,0.8338218331336975,0.9419856667518616
4,1013760,79,103,997.74,347.77683113,0.8232985734939575,-3.8334990940988063,0.0561134,0.2,4940,0.015466272734920494,3.1936759897042064,0.454052734375,0.00023999999999999998,0.890655517578125,0.9334823489189148
5,1015808,78,131,997.74,350.05708974000004,0.8490194082260132,-3.819614701718092,0.0965093,0.2,4950,0.03095151802408509,5.0374588026665155,0.537548828125,0.00023999999999999998,0.3263187110424042,0.9327819347381592
6,1017856,77,158,997.74,346.93559284,0.8816484808921814,-3.8073572032153606,0.07027477,0.2,4960,0.006879816456057597,2.7623725892510267,0.443994140625,0.00023999999999999998,0.5261921286582947,0.9302480816841125
7,1019904,3,3825,997.74,345.14609719999993,0.9612461924552917,-3.8070435293018816,0.06794817,0.2,4970,-2.8925038350280374e-05,2.012481970526278,0.410302734375,0.00023999999999999998,0.33047550916671753,0.9298830628395081
8,1021952,4,3852,997.74,352.85414090000006,0.9511804580688477,-3.789575006812811,0.062258776,0.2,4980,-0.0015753381907416043,1.5307426045183092,0.430078125,0.00023999999999999998,0.19891031086444855,0.9175878167152405
9,1024000,4,3876,997.74,361.6532195500001,0.7510268688201904,-3.7695182628929613,0.14677896,0.2,4990,0.021095404714287724,7.267203411273658,0.555810546875,0.00023999999999999998,0.7071447968482971,0.9206497073173523
10,1026048,5,3899,997.74,367.47343574,0.7017471790313721,-3.7717572554945944,0.16213243,0.2,5000,0.03036692224413855,6.453646431863308,0.550146484375,0.00023999999999999998,0.9755427241325378,0.9156899452209473
11,1028096,4,4912,997.74,372.83376015,0.8629409074783325,-3.7575831212103368,0.16063164,0.2,5010,0.009135451022302732,4.7916412318125365,0.509912109375,0.00023999999999999998,0.6691499948501587,0.9118127822875977
12,1030144,4,4938,997.74,385.73181009,0.7530298233032227,-3.7455489948391913,0.1444896,0.2,5020,0.02575181277352385,6.234441115893423,0.558642578125,0.00023999999999999998,0.528515100479126,0.9072492122650146
13,1032192,5,4964,997.74,386.9696264499999,0.5581701993942261,-3.7439514979720117,0.7237972,0.2,5030,0.125133543839911,27.1169635951519,0.76376953125,0.00023999999999999998,3.4011881351470947,0.9110605716705322
14,1034240,5,5002,997.74,392.08329082999984,0.5830085277557373,-3.7531446009874343,0.22347452,0.2,5040,0.030778508634830358,6.235744092985987,0.56611328125,0.00023999999999999998,0.6985560655593872,0.9109318256378174
15,1036288,6,5037,997.74,398.33443752999995,0.8093175292015076,-3.7613948293030264,0.2616292,0.2,5050,0.06153225831803866,11.221267692744732,0.650048828125,0.00023999999999999998,0.9312295913696289,0.9191998839378357
16,1038336,6,5082,997.74,404.2774547699999,0.7411304712295532,-3.7798701994121076,0.19821158,0.2,5060,0.06484684658353217,12.229147750139237,0.643115234375,0.00023999999999999998,1.0429681539535522,0.9234539866447449
17,1040384,6,5136,997.74,408.87784630999994,0.7797707915306091,-3.786927169561386,0.199975,0.2,5070,0.037400753470137715,13.705882870405912,0.61123046875,0.00023999999999999998,0.7873480916023254,0.9238851070404053
18,1042432,7,5193,997.74,410.07012613,0.7108039855957031,-3.8031342387199403,0.11412276,0.2,5080,0.028172276892291848,5.036361255869269,0.583154296875,0.00023999999999999998,0.6879575848579407,0.9331424832344055
19,1044480,7,5252,997.74,402.4334885100001,0.6041131019592285,-3.8257965788245203,0.1457743,0.2,5090,0.02665363902633544,4.664708480983973,0.599951171875,0.00023999999999999998,0.40062928199768066,0.9397103786468506
20,1046528,7,5304,997.74,396.03786678999995,0.9036125540733337,-3.8246139012277127,0.08043738,0.2,5100,0.01260043340480479,2.362880154373124,0.496435546875,0.00023999999999999998,0.2704471945762634,0.9404565691947937
21,1048576,8,5362,997.74,396.62590634000003,0.8015140891075134,-3.8275948062539102,0.042358465,0.2,5110,0.004085050499998033,2.168624731618911,0.41201171875,0.00023999999999999998,0.5054523944854736,0.9434006810188293
22,1050624,8,5420,997.74,394.87748239000007,0.6334537267684937,-3.832371773570776,0.21493322,0.2,5120,0.05100613975373562,5.740518419258296,0.547314453125,0.00023999999999999998,0.8683153390884399,0.9474807381629944
23,1052672,8,5484,997.74,389.2464728300001,0.746310830116272,-3.845621197670698,0.07925945,0.2,5130,0.019508566784497815,2.4410541923251,0.520263671875,0.00023999999999999998,0.24286822974681854,0.9478171467781067
24,1054720,8,5554,997.74,383.01948181,0.7679086327552795,-3.851335649937391,0.066431314,0.2,5140,0.018233039029291832,3.698210771009326,0.4876953125,0.00023999999999999998,0.2606373131275177,0.9549283981323242
25,1056768,9,5628,997.74,373.00662242000004,0.6959875226020813,-3.862336906790733,0.058808252,0.2,5150,0.0010395920799055602,1.9854602683801204,0.441162109375,0.00023999999999999998,0.1854693591594696,0.9523086547851562
1,1058816,39,51,997.74,361.7773174400001,0.8075528740882874,-3.862256850302219,0.072111815,0.2,5160,0.00017008281138259919,2.147859483025968,0.404296875,0.00023999999999999998,0.3066504895687103,0.9566503167152405
2,1060864,34,118,997.74,349.39255076,0.842267632484436,-3.861737608909607,0.045230404,0.2,5170,-0.002421282755676657,1.7542816910892725,0.381005859375,0.00020999999999999998,0.13724127411842346,0.9503417015075684
3,1062912,37,161,997.74,333.84995461000005,0.8737912774085999,-3.8307120107114314,0.050264556,0.2,5180,-0.004835711937630549,1.2613238211721183,0.376171875,0.00020999999999999998,0.19216391444206238,0.9359369277954102
4,1064960,40,201,997.74,320.00229993,0.9647047519683838,-3.8073789909482003,0.046159323,0.2,5190,-0.015340192255098372,0.8627330374903976,0.3509765625,0.00020999999999999998,0.17304973304271698,0.9397203922271729
5,1067008,42,240,997.74,312.1963933,0.7591216564178467,-3.802788410335779,0.05381965,0.2,5200,-0.013740499335108325,2.0778509601950645,0.406396484375,0.00020999999999999998,0.3220173120498657,0.9350449442863464
6,1069056,43,279,997.74,303.07764395000004,0.8300290107727051,-3.786859292536974,0.06285451,0.2,5210,-0.006297873992298264,1.9926825349219144,0.401708984375,0.00020999999999999998,0.3168060779571533,0.9333944320678711
7,1071104,45,317,997.74,290.30499000000003,0.8044933676719666,-3.769177957624197,0.046823032,0.2,5220,-0.011215327109675854,1.4499202786013483,0.3759765625,0.00020999999999999998,0.18333733081817627,0.9258505702018738
8,1073152,45,356,997.74,279.88182143,0.797209620475769,-3.742337864637375,0.03701488,0.2,5230,-0.004343087515735533,1.1486267116852105,0.34755859375,0.00020999999999999998,0.06472289562225342,0.9264185428619385
9,1075200,46,395,997.74,265.80137241000006,0.8895149230957031,-3.725392946600914,0.034945715,0.2,5240,-0.015039161351160147,1.0839447922073304,0.315771484375,0.00020999999999999998,0.14017824828624725,0.9204608798027039
10,1077248,47,433,997.74,256.47026239999997,0.8503184914588928,-3.706633971631527,0.04673473,0.2,5250,-0.010303656630276237,1.1457355204503983,0.40390625,0.00020999999999999998,0.11662304401397705,0.9200899004936218
11,1079296,47,472,997.74,245.42461386,0.9375532269477844,-3.7094999998807907,0.043651424,0.2,5260,-0.011876654566731305,1.0131386909168214,0.33828125,0.00020999999999999998,0.14415927231311798,0.9255530834197998
12,1081344,48,510,997.74,233.94568758999998,0.8959009647369385,-3.7023993588984014,0.051956616,0.2,5270,-0.010921307174430694,1.3899515623692422,0.386474609375,0.00020999999999999998,0.08660219609737396,0.9134312272071838
13,1083392,48,549,997.74,227.62921008999993,0.7785168886184692,-3.674993536621332,0.054494016,0.2,5280,-0.012638945237267763,1.7399163366295398,0.423193359375,0.00020999999999999998,0.15334239602088928,0.9079325795173645
14,1085440,48,587,998.59,223.61765232999997,0.8462159037590027,-3.652362098544836,0.054267563,0.2,5290,-0.01180754258239176,1.1857798541430384,0.411669921875,0.00020999999999999998,0.21682113409042358,0.8990303874015808
15,1087488,49,625,998.59,212.24717281999997,0.8711893558502197,-3.6207731373608114,0.055709474,0.2,5300,-0.02367915776267182,1.3919638570398092,0.410888671875,0.00020999999999999998,0.04495784640312195,0.8926987051963806
16,1089536,49,662,998.59,206.54837528,0.8940681219100952,-3.599253249913454,0.037194125,0.2,5310,-0.0160312929583597,1.1374331421218813,0.3234375,0.00020999999999999998,0.07239225506782532,0.886566162109375
17,1091584,49,700,998.59,200.19311118,0.9071718454360962,-3.572139246761799,0.036462538,0.2,5320,-0.01289141404122347,0.7863945653429255,0.30078125,0.00020999999999999998,0.00904523953795433,0.8764414191246033
18,1093632,49,738,998.59,198.35375095,0.8546914458274841,-3.550266119092703,0.057132762,0.2,5330,0.004874454262608197,3.086742239445448,0.41298828125,0.00020999999999999998,0.17108498513698578,0.8751869797706604
19,1095680,50,776,998.59,196.60310073,0.8779401779174805,-3.5404410161077977,0.060143065,0.2,5340,-0.007424729088961612,1.5992487161420286,0.381494140625,0.00020999999999999998,0.010187104344367981,0.8696165680885315
20,1097728,50,813,1000.0,187.93682348,0.8538472056388855,-3.530095544457436,0.07193201,0.2,5350,-0.010942653534584679,2.0476749426685275,0.420556640625,0.00020999999999999998,0.16062170267105103,0.8740351796150208
21,1099776,50,851,1000.0,184.87044083,0.9083049297332764,-3.540334330499172,0.08382864,0.2,5360,0.005440386566624511,1.775542722013779,0.406884765625,0.00020999999999999998,0.041950371116399765,0.8793858885765076
22,1101824,50,890,1000.0,184.35518072,0.8577319383621216,-3.534113854914904,0.05919948,0.2,5370,-0.009396849168115295,2.398382717417553,0.39970703125,0.00020999999999999998,0.20889690518379211,0.8727747797966003
23,1103872,50,927,1000.0,177.08710886999998,0.8712782263755798,-3.51629349142313,0.08165178,0.2,5380,-0.008881621663749683,2.594192302087322,0.4,0.00020999999999999998,0.2351933717727661,0.8689916729927063
24,1105920,50,966,1000.0,169.0360127,0.926573634147644,-3.5071745797991754,0.0998082,0.2,5390,0.003681244449398946,2.2870033787563444,0.33212890625,0.00020999999999999998,0.12068524956703186,0.8685851693153381
25,1107968,50,1004,1000.0,175.1596577,0.9532026648521423,-3.5031018197536468,0.082898475,0.2,5400,0.002238860342185944,2.5749450536910445,0.410791015625,0.00020999999999999998,0.22276541590690613,0.8659185767173767
1,1110016,70,29,1000.0,182.59928146999994,0.8797330260276794,-3.4940739341080187,0.088939294,0.2,5410,-0.005732717881619465,3.6658320411108436,0.47060546875,0.00020999999999999998,0.3661710023880005,0.8645883202552795
2,1112064,61,66,1000.0,186.19377906000003,0.8916746973991394,-3.4870655074715615,0.21625656,0.2,5420,0.012865812008385547,7.782453285343945,0.548583984375,0.00017999999999999998,0.4324619472026825,0.8636288642883301
3,1114112,58,105,1000.0,189.29079159999998,0.9729771018028259,-3.483920631557703,0.09690276,0.2,5430,-0.008114370673138183,3.6747307209298015,0.356103515625,0.00017999999999999998,0.2562006711959839,0.8639506697654724
4,1116160,57,143,1000.0,199.01889008999999,0.9444611668586731,-3.4805658534169197,0.1420731,0.2,5440,0.015693415699206525,6.121270090155304,0.526904296875,0.00017999999999999998,0.3940246105194092,0.8617269396781921
5,1118208,56,182,1000.0,206.67696357999995,0.9097034931182861,-3.4807903170585632,0.39164364,0.2,5450,0.03048279689392075,9.454958941601216,0.58095703125,0.00017999999999999998,0.5803196430206299,0.8627471327781677
6,1120256,56,218,998.31,205.39344357,0.9333317875862122,-3.47896488904953,0.1356468,0.2,5460,0.0109062257950427,5.492386363726109,0.465625,0.00017999999999999998,0.6850923299789429,0.857076108455658
7,1122304,55,256,998.31,199.46805412999998,0.905973494052887,-3.458732181042433,0.1879786,0.2,5470,-0.014700727444142104,6.123865855904296,0.421240234375,0.00017999999999999998,0.31493836641311646,0.8503682017326355
8,1124352,55,294,996.39,194.79903473000002,0.9447730779647827,-3.442284118384123,0.13545308,0.2,5480,0.028278824474546126,7.036140596587211,0.472314453125,0.00017999999999999998,0.2839594781398773,0.8490707874298096
9,1126400,55,331,996.39,188.57921872999998,0.9475049376487732,-3.4308898709714413,0.21191525,0.2,5490,0.004550285750883632,5.723700804449618,0.38525390625,0.00017999999999999998,0.6759180426597595,0.8429837822914124
10,1128448,55,369,996.39,189.95251057999997,0.9593473076820374,-3.4187521122395994,0.14885852,0.2,5500,0.018827123928349464,4.196010600030422,0.477783203125,0.00017999999999999998,0.4805695414543152,0.8441889882087708
11,1130496,55,407,996.39,187.98283129,0.7982916235923767,-3.426391788572073,0.14445344,0.2,5510,0.04840846230945317,10.525747207924724,0.5677734375,0.00017999999999999998,0.7222001552581787,0.8484127521514893
12,1132544,55,446,996.39,190.52760791,0.9257586598396301,-3.4398087590932844,0.1035368,0.2,5520,0.00890901114908047,6.823265491239726,0.454541015625,0.00017999999999999998,0.4420601427555084,0.8551300168037415
13,1134592,54,485,996.39,193.78440386,0.9250364899635315,-3.4529569670557976,0.30062678,0.2,5530,0.04767105288628955,13.056520055793225,0.602099609375,0.00017999999999999998,0.8059036135673523,0.8605950474739075
14,1136640,54,523,996.39,197.74442781,0.8803854584693909,-3.462101797014475,0.30152166,0.2,5540,0.053563926497008654,16.84164888970554,0.563623046875,0.00017999999999999998,1.623304009437561,0.8620395064353943
15,1138688,54,561,996.39,195.25257417,0.9458669424057007,-3.4665458925068378,0.30080056,0.2,5550,0.036618500725307965,12.11723670065403,0.571142578125,0.00017999999999999998,1.0233498811721802,0.8643298149108887
16,1140736,54,598,996.39,200.54120677999998,0.7233006954193115,-3.473265651613474,0.2650897,0.2,5560,0.0575498842066736,20.385770776122808,0.574609375,0.00017999999999999998,2.143646717071533,0.8641554713249207
17,1142784,54,637,996.39,205.59062112,0.9542453289031982,-3.4716030448675155,0.23399086,0.2,5570,0.027215442016313318,9.816571388952434,0.4630859375,0.00017999999999999998,0.9208418726921082,0.8603355288505554
18,1144832,54,675,996.39,216.18111937,0.8984453678131104,-3.466159376502037,0.14333376,0.2,5580,0.020984428527299315,9.559120315127075,0.475244140625,0.00017999999999999998,0.7208409309387207,0.8620986342430115
19,1146880,54,714,996.39,222.39679201,0.9424265623092651,-3.471802482753992,0.34529194,0.2,5590,0.08721557505341479,14.849830385670066,0.682763671875,0.00017999999999999998,1.0429543256759644,0.8652389645576477
20,1148928,54,753,996.39,223.16318404,0.9065722823143005,-3.4877454854547976,0.30886593,0.2,5600,0.05984205411659786,13.503488337993621,0.619775390625,0.00017999999999999998,0.527783989906311,0.8710260391235352
21,1150976,54,791,996.39,227.45038999999997,0.9353708028793335,-3.5015310399234294,0.7485013,0.2,5610,0.07356855350662954,11.080219353642315,0.612548828125,0.00017999999999999998,0.42876750230789185,0.871498167514801
22,1153024,54,830,996.39,236.66113291,0.9243185520172119,-3.5099396906793117,0.10158669,0.2,5620,0.02630075619381387,6.411604718677699,0.45615234375,0.00017999999999999998,0.45510628819465637,0.8760477900505066
23,1155072,54,867,996.39,242.73376591,0.8745383620262146,-3.521620285511017,0.51225555,0.2,5630,0.06811893860431155,16.89727534353733,0.669287109375,0.00017999999999999998,1.8347816467285156,0.8797824382781982
24,1157120,54,906,996.39,241.18138820999997,0.94266676902771,-3.534089433401823,0.37996063,0.2,5640,0.021655571179871914,6.818580987304449,0.593798828125,0.00017999999999999998,0.40120989084243774,0.878345787525177
25,1159168,54,945,996.39,240.15228231999998,0.8911117911338806,-3.530338750034571,0.09753543,0.2,5650,0.0021804891934152693,4.155958927888423,0.438330078125,0.00017999999999999998,0.18399891257286072,0.8741640448570251
1,1161216,71,28,996.39,242.81463282999997,0.9330375790596008,-3.5233241483569144,0.054086484,0.2,5660,0.005296434956835583,3.119411179423332,0.43583984375,0.00017999999999999998,0.13676249980926514,0.8724021911621094
2,1163264,60,67,996.39,243.11171505000002,0.846741795539856,-3.5136255152523517,0.060181744,0.2,5670,0.010542949310911353,3.991818359028548,0.4154296875,0.00015,0.35038885474205017,0.8688292503356934
3,1165312,57,106,996.39,242.31104666,0.9449508786201477,-3.5097324714064597,0.06403874,0.2,5680,0.0031276227375201414,1.9965229609049857,0.38310546875,0.00015,0.11168600618839264,0.8687673211097717
4,1167360,55,147,996.39,241.68895540999998,0.8259954452514648,-3.5001573406159876,0.05351311,0.2,5690,-0.001804373285267502,2.386157488171011,0.38076171875,0.00015,0.28042203187942505,0.8640097975730896
5,1169408,55,186,996.39,250.95329931,0.7636805772781372,-3.4930389799177646,0.07514325,0.2,5700,0.004110916669014841,3.3559178994968533,0.43125,0.00015,0.3507286012172699,0.8665120601654053
6,1171456,54,226,996.39,260.40931358,0.7612352967262268,-3.5009694509208202,0.31450972,0.2,5710,0.07357180247054203,18.42941175326705,0.597216796875,0.00015,2.474632740020752,0.8691658973693848
7,1173504,54,264,996.39,265.77116773,0.9314600229263306,-3.508356278389692,0.16467467,0.2,5720,0.05389690459778649,8.318867667764426,0.53125,0.00015,0.563663899898529,0.869129478931427
8,1175552,53,303,996.39,271.62531358,0.7751919627189636,-3.5074936181306837,0.37296802,0.2,5730,0.06505697618849808,12.12826625648886,0.613525390625,0.00015,0.7858759164810181,0.868375301361084
