time/iterations,time/fps,time/time_elapsed,rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps,train/explained_variance,train/n_updates,train/learning_rate,train/value_loss,train/entropy_loss,train/loss,train/policy_gradient_loss,train/std,train/approx_kl,train/clip_range,train/clip_fraction
24,43,1141,265.14029544,1000.0,751616,0.947719156742096,3660,0.0003,7.359922553412616,-4.609626108407975,0.4993276596069336,0.0381273505219724,1.1316288709640503,0.14836425,0.2,0.410693359375
25,43,1187,268.24737416,1000.0,753664,0.9326926469802856,3670,0.0003,10.11910240072757,-4.616896845400333,0.7809913754463196,0.025228494679322467,1.1357625722885132,0.25658303,0.2,0.54638671875
26,43,1233,267.63112817,1000.0,755712,0.9041633605957031,3680,0.0003,7.530318321101367,-4.630945935845375,0.49963557720184326,0.03906753120390931,1.14248788356781,0.15053868,0.2,0.515478515625
27,43,1281,267.60480917,1000.0,757760,0.9717233777046204,3690,0.0003,2.7013342880643902,-4.632631365954876,0.19042178988456726,0.007563335957820527,1.1323710680007935,0.22853804,0.2,0.398583984375
28,43,1327,269.96283835,1000.0,759808,0.9783570170402527,3700,0.0003,3.216200456721708,-4.629631498456002,0.5828754901885986,0.014528219011845067,1.1409825086593628,0.0938151,0.2,0.398486328125
29,43,1374,268.73550258,1000.0,761856,0.94669109582901,3710,0.0003,4.682932648435235,-4.628153678774834,0.3354450464248657,-0.011535664986877237,1.1293357610702515,0.5757222,0.2,0.485107421875
30,43,1414,262.97421171,1000.0,763904,0.964006781578064,3720,0.0003,3.380982975196093,-4.623876143991947,0.3603760004043579,0.016604963972349653,1.1404509544372559,0.13676758,0.2,0.42509765625
31,43,1452,268.08872768000003,1000.0,765952,0.9713640213012695,3730,0.0003,3.9163654830306767,-4.649341078102589,0.5455698370933533,0.00570967750827549,1.146675705909729,0.12578663,0.2,0.38828125
32,43,1490,272.20795061,1000.0,768000,0.936185359954834,3740,0.0003,6.514988740533591,-4.663160647451877,0.4477374851703644,0.016977999525261113,1.1499289274215698,0.1958448,0.2,0.496630859375
33,44,1527,272.68219224,1000.0,770048,0.965850830078125,3750,0.0003,5.077531173359603,-4.6685413017869,0.47750043869018555,0.019677600332943256,1.1511917114257812,0.28698277,0.2,0.4900390625
34,44,1564,272.11932292000006,1000.0,772096,0.974202036857605,3760,0.0003,3.2537662384100257,-4.670022474229336,0.2335481345653534,0.00013442721174214967,1.1542333364486694,0.13552871,0.2,0.367578125
35,44,1601,269.55749455,1000.0,774144,0.9807873964309692,3770,0.0003,3.669713628012687,-4.677343440055847,0.4202116131782532,0.02329502541469992,1.153401494026184,0.5362611,0.2,0.406689453125
36,45,1638,267.14766162,1000.0,776192,0.9670044183731079,3780,0.0003,1.3729708751896397,-4.670782598853111,0.20960888266563416,0.0012256108733708971,1.1445378065109253,0.23510054,0.2,0.40234375
37,45,1675,263.65495597,1000.0,778240,0.984795093536377,3790,0.0003,1.4662518028635532,-4.653052428364754,0.059183843433856964,-0.004951340133993653,1.146347999572754,0.17875442,0.2,0.279638671875
38,45,1711,260.11314754,1000.0,780288,0.9841602444648743,3800,0.0003,2.2089283344103023,-4.654056051373482,0.039924412965774536,0.0065512274682987485,1.1418826580047607,0.27347746,0.2,0.366943359375
39,45,1748,258.23929968,1000.0,782336,0.9899883270263672,3810,0.0003,0.9719996041618287,-4.645893567800522,-0.018693502992391586,0.0064163246206589974,1.1443763971328735,0.1300458,0.2,0.308544921875
40,45,1785,255.32469632999997,1000.0,784384,0.9073071479797363,3820,0.0003,7.070374535862356,-4.653603710234165,0.152781143784523,0.03618800042604562,1.1466617584228516,0.15446143,0.2,0.512841796875
41,45,1827,252.82432981000002,1000.0,786432,0.9551164507865906,3830,0.0003,2.4582146367290987,-4.6593807458877565,0.05275944620370865,0.0019407292995310855,1.1487590074539185,0.1321595,0.2,0.373388671875
42,3,25257,253.69428804999998,1000.0,788480,0.932002067565918,3840,0.0003,3.142400406859815,-4.67124141305685,0.23131540417671204,0.023793222155654804,1.15636146068573,0.098673016,0.2,0.419921875
43,3,25349,256.1947213,1000.0,790528,0.9575315713882446,3850,0.0003,3.9717479701619594,-4.676203745603561,0.23738422989845276,0.024009389452112374,1.1503058671951294,0.12368454,0.2,0.3857421875
44,3,25437,260.5998489,1000.0,792576,0.9286150932312012,3860,0.0003,7.206945960596204,-4.660946699976921,0.17891192436218262,0.03622728885966353,1.1430174112319946,0.23508579,0.2,0.494580078125
45,3,25517,262.70544233000004,1000.0,794624,0.8898855447769165,3870,0.0003,11.901279532909394,-4.651905828714371,0.688003659248352,0.04512364161782898,1.1470342874526978,0.43736678,0.2,0.606396484375
46,2,40060,260.79308263,1000.0,796672,0.9058108329772949,3880,0.0003,7.964182373322546,-4.663981930911541,0.8603891134262085,0.03221915667600115,1.150669813156128,0.17804128,0.2,0.562646484375
47,2,40135,260.78755118000004,1000.0,798720,0.9595488905906677,3890,0.0003,3.5098978535272183,-4.669228360056877,0.35040631890296936,0.0012470552901504561,1.1477127075195312,0.107231826,0.2,0.37177734375
48,2,40174,268.70165711000004,1000.0,800768,0.9404279589653015,3900,0.0003,15.511755668930709,-4.660867936909199,0.9391868114471436,0.04409591499716044,1.1509079933166504,0.26551658,0.2,0.50888671875
49,2,40212,279.19479806,1000.0,802816,0.7082637548446655,3910,0.0003,17.77311821244657,-4.675635950267315,1.4805198907852173,0.0936132878443459,1.1586594581604004,0.2946137,0.2,0.69873046875
1,82,24,281.27820404,1000.0,804864,0.883868396282196,3920,0.0003,12.814804451726378,-4.698256230354309,0.5394002199172974,0.05269498074485455,1.1662791967391968,0.5409392,0.2,0.6458984375
2,66,61,282.35319599,1000.0,806912,0.8579686284065247,3930,0.0003,9.728498752228916,-4.7084864467382435,0.6411831974983215,0.023129237606190144,1.1659489870071411,0.45582116,0.2,0.625830078125
3,62,98,290.5465394600001,1000.0,808960,0.9431092143058777,3940,0.0003,6.69154562195763,-4.716190315783024,0.4467504322528839,0.013637179209035821,1.1718746423721313,0.43225935,0.2,0.49140625
4,60,136,294.44740501000007,1000.0,811008,0.9371264576911926,3950,0.0003,7.208083609864116,-4.729742184281349,0.26055678725242615,0.035650450037792325,1.1803542375564575,0.16628489,0.2,0.475537109375
5,58,174,292.26835615000005,1000.0,813056,0.9419023990631104,3960,0.0003,6.756483477540314,-4.749462205171585,0.3222027122974396,0.004875110121793114,1.1870924234390259,0.14905584,0.2,0.451953125
6,58,211,297.40879699,1000.0,815104,0.9067734479904175,3970,0.0003,4.874077283870429,-4.757449831068516,0.4575900137424469,0.00903382226388203,1.1837762594223022,0.14669785,0.2,0.5203125
7,57,248,300.31378864000004,1000.0,817152,0.9422735571861267,3980,0.0003,9.849434152804315,-4.765524180233479,0.7291394472122192,0.031111676219734364,1.1950711011886597,0.105634704,0.2,0.492822265625
8,57,286,301.44540537,1000.0,819200,0.9338809251785278,3990,0.0003,7.241159338504076,-4.792838461697102,0.8315315246582031,0.008775091213465203,1.206022024154663,0.3155826,0.2,0.55234375
9,56,328,309.7064111300001,1000.0,821248,0.9317041039466858,4000,0.0003,6.145551795884967,-4.814353321492672,0.4454505443572998,0.010402540297945961,1.2115507125854492,0.2715433,0.2,0.495263671875
10,55,368,307.2677480400001,1000.0,823296,0.8656942844390869,4010,0.0003,9.387271504290402,-4.814307461678982,0.8937434554100037,0.009713040088536217,1.210081696510315,0.12092703,0.2,0.493701171875
11,55,407,316.15870882,1000.0,825344,0.8845732808113098,4020,0.0003,8.952023757249117,-4.818447427451611,0.5542131066322327,0.031705538647656795,1.217268943786621,0.21554896,0.2,0.535400390625
12,54,449,324.00364369000005,1000.0,827392,0.8236933350563049,4030,0.0003,9.109966010972858,-4.827983111143112,0.9045446515083313,0.016411557237734086,1.2191225290298462,0.15899777,0.2,0.556640625
13,54,487,323.25590759000005,1000.0,829440,0.9591154456138611,4040,0.0003,4.467387605737895,-4.816450826823711,0.19207221269607544,0.0034786036194418557,1.2081413269042969,0.17244485,0.2,0.42265625
14,54,525,339.35727012,999.41,831488,0.9557324647903442,4050,0.0003,7.499728190898895,-4.80567976385355,0.9936308264732361,0.026337434373272118,1.2097035646438599,0.21515736,0.2,0.5080078125
15,53,577,346.14203574,999.41,833536,0.5454680919647217,4060,0.0003,18.408952366560698,-4.816335867345333,1.829891324043274,0.04387194465962239,1.2202810049057007,0.29875824,0.2,0.657373046875
16,52,629,354.06952401,999.41,835584,0.9738957285881042,4070,0.0003,5.041145892627537,-4.843886986374855,0.36486130952835083,0.00858485308708623,1.2251757383346558,0.24391375,0.2,0.512060546875
17,51,680,353.14824371000003,999.41,837632,0.6703574657440186,4080,0.0003,10.39800635240972,-4.844707401096821,0.8692213296890259,0.02760037831903901,1.2242989540100098,0.15514897,0.2,0.578125
18,50,725,356.16446859999996,999.41,839680,0.9804732799530029,4090,0.0003,2.732577987574041,-4.849777840077877,0.20949722826480865,-0.005830086609057617,1.2273924350738525,0.11713991,0.2,0.355224609375
19,50,771,354.3117796199999,999.41,841728,0.9804574251174927,4100,0.0003,3.376140863727778,-4.862832947075367,0.14420317113399506,0.0075475091158295985,1.2329521179199219,0.3588857,0.2,0.401611328125
20,49,819,359.10956988,999.41,843776,0.947563886642456,4110,0.0003,11.5778241019696,-4.867063015699387,0.6391516327857971,0.01014619029010646,1.2375081777572632,0.1353937,0.2,0.484912109375
21,49,873,364.52714875,999.41,845824,0.7155195474624634,4120,0.0003,22.161407454684376,-4.883226791024208,1.3814496994018555,0.04863539820944425,1.2452449798583984,0.27650374,0.2,0.640771484375
22,48,926,360.77388413000006,999.41,847872,0.9376652240753174,4130,0.0003,6.65796485543251,-4.902095989882946,0.781133770942688,0.014170914888381958,1.2510651350021362,0.15600988,0.2,0.5244140625
23,48,979,362.7262188700001,999.41,849920,0.9803431630134583,4140,0.0003,2.498421549703926,-4.8997178539633754,0.17132800817489624,-0.0029444590836646967,1.2383357286453247,0.124696165,0.2,0.425634765625
24,47,1034,361.81957439999996,999.41,851968,0.9793426394462585,4150,0.0003,3.063066702429205,-4.876492695510388,0.21248576045036316,-0.007148522317584139,1.2314494848251343,0.13220206,0.2,0.40615234375
25,47,1088,362.43711248999995,999.41,854016,0.9475722312927246,4160,0.0003,8.434204314462841,-4.86013787984848,0.3364641070365906,0.013719708332791925,1.2309949398040771,0.39249372,0.2,0.5603515625
26,46,1143,366.58185441999996,999.41,856064,0.9611013531684875,4170,0.0003,8.01220908332616,-4.868227070569992,0.2714969217777252,0.016468136542243883,1.2371516227722168,0.17664555,0.2,0.49765625
27,46,1198,370.53106221999985,999.41,858112,0.972480058670044,4180,0.0003,4.678439203649759,-4.893608203530311,0.4312876760959625,0.009378457622733549,1.2530328035354614,0.22707503,0.2,0.48935546875
28,45,1252,372.32508715999995,999.41,860160,0.9140216708183289,4190,0.0003,14.788832859881222,-4.9050925597548485,0.5574371814727783,0.017193026350287254,1.245587944984436,0.44295678,0.2,0.48564453125
29,45,1297,373.1866621,999.41,862208,0.9694848656654358,4200,0.0003,7.166705380473286,-4.907547986507415,0.6857176423072815,0.018171475363487843,1.2534594535827637,0.1906866,0.2,0.4513671875
30,45,1340,382.25417263,999.41,864256,0.9540227055549622,4210,0.0003,5.365775204729289,-4.928477226197719,0.34370023012161255,0.040170325122016945,1.2655099630355835,0.09778093,0.2,0.45615234375
31,45,1380,380.44375735,999.41,866304,0.9644289612770081,4220,0.0003,5.09352470934391,-4.9460817232728,0.8402516841888428,0.03107424143527169,1.2676382064819336,0.28665733,0.2,0.502099609375
32,46,1419,382.26186008999997,999.41,868352,0.9437559843063354,4230,0.0003,13.479862047545613,-4.959167815744877,1.0603816509246826,0.02292307004245231,1.2843265533447266,0.28942758,0.2,0.559326171875
33,46,1459,386.1797513200001,999.41,870400,0.972430408000946,4240,0.0003,4.126993677485734,-4.9886239364743235,0.43675029277801514,0.00025055875594262036,1.2837122678756714,0.24767323,0.2,0.3681640625
34,46,1500,399.36728905,999.41,872448,0.893508791923523,4250,0.0003,10.335029456019402,-4.993141713738441,0.2971925735473633,0.044968540639820274,1.2910776138305664,0.16872908,0.2,0.582666015625
35,46,1542,401.74778365000003,999.41,874496,0.9382877349853516,4260,0.0003,12.428862520679832,-5.010279840230941,0.7309439182281494,0.04273050393821905,1.296083927154541,0.32364482,0.2,0.586962890625
36,46,1584,408.32490824,999.41,876544,0.9609803557395935,4270,0.0003,4.576971679367125,-5.025485768914223,0.27254989743232727,0.019659323208907155,1.3057867288589478,0.18043864,0.2,0.3853515625
37,46,1625,410.41689625,999.41,878592,0.93525230884552,4280,0.0003,14.630077364854515,-5.046917758882046,0.6348246932029724,0.03531497638323344,1.3118005990982056,0.5289095,0.2,0.55400390625
38,46,1666,412.66340618000004,999.41,880640,0.9681499004364014,4290,0.0003,8.598856214806437,-5.055839093029499,0.47452935576438904,0.016197068069595845,1.3132953643798828,0.12993382,0.2,0.388916015625
39,46,1708,423.96595429000007,998.66,882688,0.9653186798095703,4300,0.0003,6.130842117965221,-5.075743968784809,0.36981308460235596,0.03362379993850482,1.3296798467636108,0.21309756,0.2,0.3794921875
40,46,1750,428.1106777700001,998.66,884736,0.8611206412315369,4310,0.0003,27.681184743344783,-5.106665489077568,2.9031107425689697,0.07692959537089336,1.3395313024520874,0.4821354,0.2,0.6552734375
41,46,1792,440.15689477000006,997.0,886784,0.9640362858772278,4320,0.0003,9.53289132937789,-5.129967696964741,0.39030301570892334,0.05185402824135963,1.3503836393356323,0.43686995,0.2,0.505615234375
42,46,1835,442.9334994099999,997.0,888832,0.8953475952148438,4330,0.0003,20.837861665710808,-5.1416827917099,1.0264201164245605,0.08554265619677608,1.3546680212020874,0.42008638,0.2,0.66767578125
43,46,1876,439.60175445,997.0,890880,0.9526103734970093,4340,0.0003,4.6330537285655735,-5.153575441241264,0.34725847840309143,0.0038483324569824617,1.3518222570419312,0.22075221,0.2,0.528857421875
44,46,1920,435.19501268000016,997.0,892928,0.9752271175384521,4350,0.0003,2.9244494484271852,-5.1488908097147945,0.19453196227550507,0.0012576337430800777,1.359480857849121,0.15979613,0.2,0.3869140625
45,46,1963,438.4653981,997.0,894976,0.9828568696975708,4360,0.0003,2.882649763999507,-5.1529710158705715,0.2945333421230316,0.003072871688345913,1.3552460670471191,0.12690839,0.2,0.38642578125
46,46,2005,448.44803388,997.0,897024,0.9036160111427307,4370,0.0003,13.946456947550178,-5.159360326826572,1.1430776119232178,0.026146933414565865,1.3686550855636597,0.21221691,0.2,0.552978515625
47,46,2050,444.54972659,997.0,899072,0.9253542423248291,4380,0.0003,12.77405398376286,-5.179192438721657,0.8147896528244019,0.02569322196650319,1.3727506399154663,0.16755676,0.2,0.5189453125
48,46,2095,443.18437587999995,997.0,901120,0.959397554397583,4390,0.0003,5.052287931647152,-5.200890879333019,0.15549634397029877,0.002276514589902945,1.3840398788452148,0.20131919,0.2,0.432958984375
49,46,2138,436.54941154,997.0,903168,0.8304206132888794,4400,0.0003,9.224141108058394,-5.219551137089729,0.6567596197128296,0.015921189451182725,1.3944497108459473,0.1404318,0.2,0.494287109375
1,74,27,442.29599945999996,997.0,905216,0.9581267237663269,4410,0.0003,6.082766944356263,-5.237969011068344,0.3827572464942932,0.013690531154861674,1.3991159200668335,0.12782162,0.2,0.451220703125
2,57,71,447.34282575,997.0,907264,0.9280015230178833,4420,0.0003,10.40371080674231,-5.2415327921509745,0.8417434692382812,0.023760313578532078,1.3994522094726562,0.15554409,0.2,0.521044921875
3,53,115,447.05712184,996.25,909312,0.9044296741485596,4430,0.0003,8.26710539292544,-5.2503797799348835,0.5723929405212402,0.023773751563567203,1.4138374328613281,0.11784182,0.2,0.540234375
4,49,164,445.2166531699999,996.25,911360,0.877094566822052,4440,0.0003,11.776192078739404,-5.266928662359715,0.8255146741867065,0.043494511727476495,1.4106578826904297,0.28471416,0.2,0.563671875
5,48,209,438.27669513999996,996.25,913408,0.9777408838272095,4450,0.0003,2.909955276129767,-5.249619829654693,0.4134728014469147,-0.010825676310923881,1.3964734077453613,0.23075879,0.2,0.399609375
6,48,255,434.30015818,996.25,915456,0.966215968132019,4460,0.0003,5.518742166552693,-5.244403427839279,0.4155186712741852,0.005459815996437101,1.404119849205017,0.097689636,0.2,0.384326171875
7,39,367,438.90676253999993,996.25,917504,0.9358195066452026,4470,0.0003,4.960705583263189,-5.237275509536266,0.3158077597618103,-0.012131149870401713,1.3889576196670532,0.24569336,0.2,0.51328125
8,39,414,440.92703817,996.25,919552,0.9000366926193237,4480,0.0003,5.303929325751961,-5.2110199391841885,0.2960365414619446,-3.7649035220965745e-06,1.3829044103622437,0.9027797,0.2,0.54580078125
9,40,459,434.98573174999996,996.25,921600,0.8795853853225708,4490,0.0003,9.20250187534839,-5.207807466387749,0.3146512806415558,0.0265564324130537,1.391379952430725,0.120488316,0.2,0.565771484375
10,40,503,436.3143973600001,996.25,923648,0.8988528251647949,4500,0.0003,6.146199888270348,-5.220582224428654,0.43602147698402405,-0.005174440328846686,1.3866575956344604,0.124977425,0.2,0.4853515625
11,41,546,435.2129005000001,996.25,925696,0.9114567041397095,4510,0.0003,7.192856290284544,-5.222127984464168,0.3956904113292694,0.0070750116603448985,1.3927160501480103,0.1402038,0.2,0.54912109375
12,41,585,439.10261792000006,996.25,927744,0.8912559151649475,4520,0.0003,5.149490963388234,-5.209113104641437,0.26233357191085815,0.0018443619963363744,1.3788820505142212,0.13835937,0.2,0.51474609375
13,42,624,437.11065538,996.29,929792,0.7844253778457642,4530,0.0003,6.8141241781413555,-5.192441141605377,0.4537268877029419,0.005008393251046073,1.3729101419448853,0.10761013,0.2,0.540234375
14,42,667,433.6738125600001,996.84,931840,0.8879857063293457,4540,0.0003,5.798334038443864,-5.1836952596902846,0.3279499411582947,0.012105894081105361,1.37554931640625,0.17691603,0.2,0.5306640625
15,42,718,433.3086321800001,996.84,933888,0.9064196348190308,4550,0.0003,5.6058381669223305,-5.192949371039868,0.4936489462852478,-0.010941912935231812,1.3801759481430054,0.19157727,0.2,0.53125
16,42,766,425.33738422000005,996.84,935936,0.87440025806427,4560,0.0003,6.536537529714406,-5.202894605696201,0.4452713131904602,0.012981663990649395,1.3822064399719238,0.17650962,0.2,0.55478515625
17,42,814,435.71153957,996.84,937984,0.9485103487968445,4570,0.0003,4.917168794292957,-5.20627775490284,0.45271387696266174,0.008098006779619027,1.3839603662490845,0.16642419,0.2,0.531591796875
18,42,861,438.79078646,996.84,940032,0.8219038248062134,4580,0.0003,9.811254148930312,-5.218291622400284,0.6286211013793945,0.03856916715812986,1.3942471742630005,0.16667219,0.2,0.580224609375
19,42,909,445.4853928,996.84,942080,0.8794966340065002,4590,0.0003,9.059940284304322,-5.244872735440731,0.5899174809455872,0.017718605387199205,1.4106405973434448,0.16860789,0.2,0.5912109375
20,42,957,440.67202725999994,996.84,944128,0.8159314393997192,4600,0.0003,12.691142796725035,-5.2695788741111755,0.8036848306655884,0.011429245208273642,1.4220433235168457,0.18759942,0.2,0.59169921875
21,42,1005,448.72552108,996.84,946176,0.9203287363052368,4610,0.0003,7.353973544016481,-5.279367026686669,0.5282137393951416,0.006363313167821616,1.4160771369934082,0.16210316,0.2,0.57685546875
22,42,1054,454.1052390699999,996.84,948224,0.9011145234107971,4620,0.0003,5.850024382211268,-5.275744830071926,0.3316696882247925,0.013677320127317216,1.4186474084854126,0.13649946,0.2,0.58447265625
23,42,1101,458.4162543,996.84,950272,0.9027940034866333,4630,0.0003,6.359654593467712,-5.283534725010395,0.43865954875946045,0.010457243770360947,1.4226211309432983,0.15131678,0.2,0.55703125
24,42,1148,461.75027289999997,996.84,952320,0.8886807560920715,4640,0.0003,7.947927540540695,-5.289674362540245,0.690492570400238,0.013248538595507852,1.423500657081604,0.45662683,0.2,0.61494140625
25,42,1195,462.63774649000004,996.84,954368,0.9665031433105469,4650,0.0003,5.4254409074783325,-5.292142410576344,0.6311314105987549,0.007097848213015822,1.431684136390686,0.15889607,0.2,0.53837890625
26,42,1243,465.3940134800001,996.84,956416,0.9237279891967773,4660,0.0003,9.342714345641435,-5.3008295595645905,0.5180074572563171,0.026443077286239715,1.4302676916122437,0.18977639,0.2,0.5712890625
27,42,1291,467.3772502000001,996.84,958464,0.9594159722328186,4670,0.0003,6.181932168733328,-5.29923744648695,0.4401797354221344,-0.004390166272060014,1.4261369705200195,0.2708897,0.2,0.534619140625
28,42,1339,463.8749825100001,996.84,960512,0.9047641158103943,4680,0.0003,6.316337400954216,-5.290652671456337,0.1748640090227127,-0.0007379802031209692,1.4227098226547241,0.3319304,0.2,0.5548828125
29,42,1388,467.97552019,996.84,962560,0.9211670160293579,4690,0.0003,6.0461629030294715,-5.296405827999115,0.4093412756919861,0.022459404496476053,1.4385509490966797,0.21531743,0.2,0.56982421875
30,42,1436,471.34460763000016,996.84,964608,0.8806034326553345,4700,0.0003,11.17638328447938,-5.322096486389637,0.707554817199707,0.03988761534128571,1.4481525421142578,0.1611436,0.2,0.604638671875
31,42,1483,471.5861965300001,996.84,966656,0.8604865074157715,4710,0.0003,8.916078716889023,-5.352199983596802,0.3575108051300049,0.024301825078146065,1.4613560438156128,0.15663496,0.2,0.58046875
32,42,1532,483.51620134000007,996.84,968704,0.9255856871604919,4720,0.0003,7.509931920655072,-5.36681659668684,0.5789345502853394,0.03509691760409624,1.4638980627059937,0.33008742,0.2,0.585791015625
33,42,1580,482.5279474299999,996.84,970752,0.9067434072494507,4730,0.0003,14.096280701830983,-5.383313949406147,0.8724594116210938,0.02670474083861336,1.4717093706130981,0.30180418,0.2,0.5919921875
34,42,1628,476.7805663099999,996.84,972800,0.8108623623847961,4740,0.0003,13.947686304152011,-5.3959261402487755,0.5802586078643799,0.031081972540414428,1.4766610860824585,0.25745448,0.2,0.612255859375
35,42,1676,483.87853413,996.84,974848,0.8341854214668274,4750,0.0003,10.034295560047031,-5.4145422875881195,0.8876711130142212,0.044529994591721335,1.4866279363632202,0.25824484,0.2,0.606494140625
36,42,1724,485.68810693000006,996.84,976896,0.9675244688987732,4760,0.0003,6.442930337414145,-5.420422899723053,0.20822134613990784,0.0030642252168036066,1.476698398590088,0.15985003,0.2,0.51943359375
37,42,1772,487.76901897000005,996.84,978944,0.8596035242080688,4770,0.0003,11.504467988759279,-5.405759063363075,1.0829979181289673,0.05800667908188188,1.4825631380081177,0.15512961,0.2,0.574853515625
38,42,1820,492.13616755000004,996.84,980992,0.9339206218719482,4780,0.0003,6.3286854234524075,-5.4073224544525145,0.380180299282074,0.003853260700998362,1.4739056825637817,0.27644402,0.2,0.55390625
39,42,1867,490.07320489,997.57,983040,0.8139062523841858,4790,0.0003,9.845364159345626,-5.407983116805553,1.0865929126739502,0.020185636149835772,1.4836238622665405,0.12741412,0.2,0.545751953125
40,42,1915,497.19461488,997.57,985088,0.9347867965698242,4800,0.0003,8.59432687498629,-5.422776438295841,0.8782734274864197,0.021503075424698183,1.4892457723617554,0.23797767,0.2,0.5447265625
41,42,1964,491.99860608999995,999.23,987136,0.8374369740486145,4810,0.0003,10.90939872227609,-5.431548039615154,0.7328022718429565,0.040546994819305834,1.4961004257202148,0.25653577,0.2,0.591943359375
