time/time_elapsed,rollout/ep_rew_mean,time/iterations,rollout/ep_len_mean,time/fps,time/total_timesteps,train/approx_kl,train/learning_rate,train/loss,train/clip_range,train/policy_gradient_loss,train/std,train/explained_variance,train/n_updates,train/entropy_loss,train/value_loss,train/clip_fraction
645,-57.211847999999996,18,1000.0,57,36864,0.030876018,0.0003,-0.04522711783647537,0.2,-0.0303795609404915,0.8995983600616455,0.9120127558708191,170,-3.9447710044682025,0.11734573327703401,0.295166015625
684,-56.353937499999994,19,1000.0,56,38912,0.02879538,0.0003,0.015251651406288147,0.2,-0.029768361907918005,0.8949373364448547,0.864436149597168,180,-3.9241757661104204,0.20119243327062578,0.27314453125
716,-56.868949175,20,1000.0,57,40960,0.036442257,0.0003,-7.402896881103516e-05,0.2,-0.027881325854104945,0.8902037143707275,0.8288601636886597,190,-3.9070593513548375,0.26193413478322325,0.25859375
750,-56.84636860465116,21,1000.0,57,43008,0.028859247,0.0003,0.0004513151943683624,0.2,-0.02825747593087726,0.8881077766418457,0.8707224726676941,200,-3.8990129895508288,0.17947145625948907,0.272216796875
787,-56.79059508888888,22,1000.0,57,45056,0.026844658,0.0003,-0.042737219482660294,0.2,-0.02640972458466422,0.8801190257072449,0.8749005198478699,210,-3.8752242378890513,0.09717674709972926,0.255126953125
823,-56.457186936170196,23,1000.0,57,47104,0.035185494,0.0003,-0.01416756957769394,0.2,-0.02635384455206804,0.8647138476371765,0.8779705166816711,220,-3.8364877328276634,0.1740369712584652,0.26884765625
859,-56.925301612244894,24,1000.0,57,49152,0.022816636,0.0003,0.0638069361448288,0.2,-0.024121063484926708,0.8595166802406311,0.8831889033317566,230,-3.8016507506370543,0.17326782981399447,0.198681640625
895,-57.51492837254902,25,1000.0,57,51200,0.02999021,0.0003,-0.015500437468290329,0.2,-0.026178682656609453,0.8512840867042542,0.9337103962898254,240,-3.775440964102745,0.09849539198621642,0.274169921875
930,-56.96653732075472,26,1000.0,57,53248,0.04049961,0.0003,0.007846420630812645,0.2,-0.024864333818550223,0.8424699902534485,0.9207360148429871,250,-3.746301481127739,0.11544696053024381,0.267138671875
966,-56.84804903636363,27,1000.0,57,55296,0.033624932,0.0003,0.0041458383202552795,0.2,-0.029843229631660508,0.8433002829551697,0.8782243132591248,260,-3.7336858034133913,0.17330285107600502,0.2853515625
1003,-54.588204210526314,28,1000.0,57,57344,0.032714486,0.0003,0.006861135363578796,0.2,-0.033480921119917184,0.835673987865448,0.9443087577819824,270,-3.7187953010201453,0.14739292886224575,0.273974609375
